YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,SECTOR,INDUSTRY,UT30_NAME,ACCOUNT_TYPE,SIGNINGS_AMT,PRACTICE,DEAL_SIZE,CLIENT_NAME,SIGNINGS_AMT_PY,SIGNINGS_AMT_PPY,COUNTRY,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,MONTH
2023,4,12,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,ANA HOLDINGS INC.,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,2,9,Japan,JP Industrial,JP Automotive,Automotive,Digital Product Design and Engineering OA,ENTERPRISE,0.0,Customer,<10M,HONDA MOTOR,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,3,11,APAC,ISA,ISA FSS,Select BPS-T,IBM CyberDefend Other,FOUNDATION CLUSTER,0.0,CyberDefend,<10M,CENTRAL DEPOSITORY SERVICES,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,1,11,Americas,US Public and Communications,US Public and Communications,Digital Squads,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,LIFELONG MEDICAL CARE,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,3,APAC,GCG,MCN DIST PLUS,Select BPS-T,HR and Talent,FOUNDATION,16899.0,Talent,<10M,TSINGTAO BREWERY COMPANY LIMITED,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,1
2023,4,8,UKI,UKI Financial Services Sector,UKI Barclays,Banking,ADOBE,ENTERPRISE,0.0,Adobe,<10M,BARCLAYS BANK PLC,,,,,Strategy & Technology,Business Applications,Marketing Transformation,2
2023,1,11,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Mainframe Application Modernization OA,ENTERPRISE,0.0,Migration & Modernization,<10M,82 BANK,,,,,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,3
2023,1,13,Americas,US Federal,US Federal,Unassigned,HR and Talent,ENTERPRISE,0.0,None,Unassigned,CIV - VETERAN AFFAIRS,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,3
2023,4,9,Japan,JP Banking & Financial Markets,JP BKFM Other,Unassigned,Customer Service Transformation and Operations Other,Unassigned,0.0,Customer,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,2
2023,4,3,Americas,US Financial,US Financial,Select Technology Sales Rep,IBM Cyber Threat Management Other,Unassigned,12700.0,Cyber Threat Management,<10M,SEI INVESTMENTS COMPANY,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,1
2023,4,13,Rest of EMEA,Italy,Italy Commercial,Select BPS-T,AMS for SAP Apps,FOUNDATION CLUSTER,0.0,SAP Application Operations,<10M,FINIPER,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,4,12,Rest of EMEA,DACH,DE COMM DIST HLS,Computer Integrated Systems Design,IBM Cyber Strategy and Risk Other,Unassigned,0.0,Cyber Strategy & Risk,<10M,KYNDRYL,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,3
2023,3,13,Rest of EMEA,SPGI,Portugal,Select BPS-T,SAP Successfactors,Unassigned,28000.0,SAP,<10M,STAPLES INC,,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,2,7,Rest of EMEA,NCEE,CEE,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,LITHUANIAN RAILWAYS,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,4,8,UKI,UKI Financial Services Sector,UKI Banking Other,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,BANK OF GHANA,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,6,Americas,LA,Brazil,Banking,IBM CyberDefend Other,ENTERPRISE,0.0,CyberDefend,<10M,BANCO BRADESCO,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,1,10,Rest of EMEA,Italy,Italy FSS,Banking,Custom Application Management Services OA,FOUNDATION CLUSTER,0.0,Custom Application Operations,<10M,BANCO BPM SPA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,2,4,Americas,US Financial,US Financial,Select Technology Sales Rep,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,Migration & Modernization,<10M,MITSUBISHI UFJ FINANCIAL GROUP (MUFG),,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",1
2023,2,11,Rest of EMEA,DACH,DE COMM DIST HLS,Digital Squads,AMS for SAP Apps,ENTERPRISE,0.0,SAP Application Operations,<10M,NESTLE,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,1,6,Americas,US Public and Communications,US Public and Communications,Government,IBM Cyber Threat Management Other,ENTERPRISE,0.0,Cyber Threat Management,<10M,STATE OF NEW YORK,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,1,12,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,KOBELCO KENKI,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,3,9,APAC,ANZ,Australia DIST,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,ROYAL AUTOMOBILE CLUB OF WA,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,4,9,Americas,US Financial,US Financial,Finance Markets,Experience Strategy and Design OA,ENTERPRISE,0.0,Enterprise Experience Design iX,<10M,MORGAN STANLEY,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,2
2023,2,11,Rest of EMEA,Italy,Italy FSS,Insurance,"App Mig and Modern (not AWS, Microsoft) OA",FOUNDATION,0.0,Migration & Modernization,<10M,ASSICURAZIONI GENERALI,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,1,5,Japan,JP Insurance,JP INS Other,Insurance,ORACLE,ENTERPRISE,75714.0,Oracle,<10M,NATIONAL MUTUAL INSURANCE FEDERATION OF AGRICU,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,1
2023,2,9,APAC,GCG,MCN DIST PLUS,Select BPS-T,AMS for SAP Apps,Unassigned,-327.0,,<10M,WPP GROUP INC.,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,4,8,Japan,JP Distribution,JP Consumer,Digital Squads,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,AI & Analytics,<10M,"KOKUYO CO.,LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,6,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,4163796.86,,<10M,Unassigned,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,6,APAC,ANZ,Australia FSS,Select BPS-T,Custom Application Management Services OA,FOUNDATION CLUSTER,0.0,Custom Application Operations,<10M,AUSTRALIAN STOCK EXCHANGE LTD,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,4,8,Americas,US Distribution,US Cpg,Digital Squads,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,RETAIL SERVICES WIS HOLDINGS CORPORATION,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,2,10,Rest of EMEA,France,France IND,Aerospace & Defense,Supply Chain Transformation OA,PREMIER,0.0,,<10M,AIRBUS GROUP,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,4,3,Rest of EMEA,NCEE,Bel Lux,Digital Squads,Supply Chain Transformation OA,Unassigned,0.0,,<10M,ISS AS,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,1
2023,2,6,Rest of EMEA,SPGI,Spain COMM,Digital Squads,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,FUTBOL CLUB BARCELONA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,6,APAC,ANZ,Australia PUB,Government,"AI Integration Services (with IBM, AWS)",FOUNDATION CLUSTER,0.0,Promontory,<10M,DEPARTMENT OF CUSTOMER SERVICE (NSW),,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,11,Japan,JP Industrial,JP AD CP and IPR,Select BPS-T,ORACLE,Unassigned,0.0,Oracle,<10M,MITSUBOSHI BELTING,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,3
2023,4,13,Rest of EMEA,DACH,DE FSS,Select BPS-T,Experience Strategy and Design OA,FOUNDATION CLUSTER,0.0,Enterprise Experience Design iX,<10M,VERBAND DER ERSATZKASSEN,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,1,8,Americas,US Distribution,US TNT,Select BPS-T,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,HERC RENTALS INC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,13,Americas,US Federal,US Federal,Government,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,AI & Analytics,<10M,CIV- HOUSING AND URBAN DEV,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,1,12,Rest of EMEA,SPGI,Spain IND,Select BPS-T,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,ASTRAL GRUP,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,4,13,APAC,ISA,ISA IND,Select BPS-T,IBM Cyber Threat Management Other,TARGET ENTERPRISE,484.0,Cyber Threat Management,<10M,SUZUKI MOTOR CORPORATION,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,4,12,APAC,ISA,ISA PUB,Select BPS-T,Data Transformation,FOUNDATION CLUSTER,0.0,Data Services,<10M,BAXTER INNOVATIONS AND BUSINESS SOLUTIONS PRIVATE LIMITED,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,2,5,Americas,US Communications & Industrial,US Communications & Industrial,Digital Squads,Application Mig and Mod on AWS OA,Unassigned,0.0,AWS,<10M,ARTS & ENTERTAINMENT NET,,,,,Strategy & Technology,Hybrid Cloud & Data,Application Migration and Modernization on AWS,1
2023,1,6,Americas,LA,Brazil,Select Client,CUSTOMER BPO,PREMIER,0.0,Customer Operations,<10M,CEMIG - COMPANHIA ENERGETICA DE MINAS GERAIS,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,2
2023,4,5,APAC,ANZ,Australia IND,Select BPS-T,Experience Strategy and Design OA,Unassigned,0.0,Enterprise Experience Design iX,<10M,BP PLC,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,1
2023,3,12,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,ENTEGRIS,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,2,12,Rest of EMEA,DACH,DE FSS,Select BPS-T,Digital Product Design and Engineering OA,FOUNDATION CLUSTER,0.0,IBM & Red Hat,<10M,LD KRANKENHILFE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,9,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,STORA ENSO,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,3,12,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Experience Strategy and Design OA,TARGET ENTERPRISE,0.0,Enterprise Experience Design iX,<10M,E-NET,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,3,12,Americas,US Communications & Industrial,US Communications & Industrial,Media & Entertainment,HR and Employee Operations OA,PREMIER,0.0,Talent Operations,<10M,DUN & BRADSTREET,,,,,Intelligent Operations,Business Operations,Intelligent HR and Employee Operations,3
2023,4,7,Americas,US Federal,US Federal,Government,SAP,ENTERPRISE,0.0,,>=10M,USAF2,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,2,11,Japan,JP Industrial,JP Electronics,Unassigned,Customer Service Transformation and Operations Other,Unassigned,0.0,Customer,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,3
2023,1,12,Americas,US Federal,US Federal,Government,Cloud Platform Engineering Services - Other,ENTERPRISE,0.0,Platform Engineering Services,<10M,CIV - TREASURY - OTHER,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,3,10,Rest of EMEA,NCEE,Finland,Unassigned,Digital Product Design and Engineering OA,Unassigned,147189.0,Migration & Modernization,<10M,INTERNATIONAL BUSINESS MACHINE CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,1,12,UKI,UKI Distribution,UKI CPG,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,PEPSICO (PEPSI-COLA INTL),,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,1,10,Americas,US Distribution,US TNT,Unassigned,Strategy & Tech Top OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,2,2,APAC,ANZ,Australia FSS,Select BPS-T,IBM CyberDefend Other,TARGET PREMIER,0.0,CyberDefend,<10M,BANK OF QUEENSLAND LIMITED,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,1
2023,2,10,Americas,US Financial,US Financial,Select BPS-T,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,Enterprise Strategy & Industry,<10M,GRUPO SANTANDER,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,10,Rest of EMEA,NCEE,Netherlands,Select BPS-T,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,9653.0,Migration & Modernization,<10M,HEMA,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,2,7,Americas,LA,LA North SSA,Digital Squads,SAP,Unassigned,0.0,SAP,<10M,CIA. MINERA PODEROSA S.A.,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,2,2,Rest of EMEA,NCEE,Denmark,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,,<10M,NUUDAY A/S,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",1
2023,3,7,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,LEGGETT & PLATT INC,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,1,12,Americas,US Distribution,US Cpg,Select BPS-T,Mainframe Application Modernization OA,Unassigned,0.0,Migration & Modernization,<10M,DOT FOODS INC,,,,,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,3
2023,4,6,Americas,US Distribution,US Cpg,Digital Squads,SAP,Unassigned,0.0,SAP,<10M,DIGIORGIO MUSHROOM CORP,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,1,7,Rest of EMEA,NCEE,Netherlands,Banking,Data Transformation,TARGET PREMIER,0.0,Data Services,<10M,RABOBANK,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,3,8,Americas,US Financial,US Financial,Banking,Application Mgmt Services for Oracle OA,ENTERPRISE,0.0,Oracle Application Operations,<10M,AMERICAN EXPRESS,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,2
2023,4,3,Americas,US Public and Communications,US Public and Communications,Digital Squads,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,PSKW LLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,1,10,UKI,UKI Industrial,UKI BP,Chemical & Petroleum,Experience Strategy and Design OA,ENTERPRISE,0.0,,<10M,BP PLC,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,1,10,Americas,US Public and Communications,US Public and Communications,Select Client,Custom Application Management Services OA,PREMIER,0.0,Custom Application Operations,<10M,BLUE CROSS BLUE SHIELD OF MASSACHUSETTES,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,2,13,Rest of EMEA,SPGI,Portugal,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,APIFARMA - ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA FARMACÊUTICA,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,2,5,Americas,US Communications & Industrial,US Communications & Industrial,Select BPS-T,Experience Strategy and Design OA,Unassigned,0.0,Enterprise Experience Design iX,<10M,MUELLER INC,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,1
2023,3,8,Americas,US Public and Communications,US Public and Communications,Select Client,"AI Integration Services (with IBM, AWS)",TARGET PREMIER,48400.0,AI & Analytics,<10M,GLAXO SMITHKLINE,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,3,10,Americas,US Communications & Industrial,US Communications & Industrial,Media & Entertainment,Application Mgmt Services for Oracle OA,TARGET ENTERPRISE,0.0,Oracle Application Operations,<10M,GOOGLE INC,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,3
2023,2,7,Americas,US Distribution,US TNT,Unassigned,Cloud and Technology Strategy OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,2
2023,3,12,APAC,ASEAN,Thailand,Select Technology Sales Rep,SALESFORCE,TARGET ENTERPRISE,0.0,Salesforce,>=10M,KRUNG THAI BANK PUBLIC,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,3
2023,4,10,Rest of EMEA,SPGI,Spain DIST,Digital Squads,AMS for SAP Apps,ENTERPRISE,0.0,SAP Application Operations,<10M,HEINEKEN,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
