YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,SECTOR,INDUSTRY,UT30_NAME,ACCOUNT_TYPE,SIGNINGS_AMT,PRACTICE,DEAL_SIZE,CLIENT_NAME,SIGNINGS_AMT_PY,SIGNINGS_AMT_PPY,COUNTRY,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,MONTH
2023,1,13,APAC,ASEAN,Singapore FSS wo DBS,Finance Markets,Custom Application Management Services OA,FOUNDATION,913.0,Custom Application Operations,<10M,MONETARY AUTHORITY OF SINGAPORE,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,11,Rest of EMEA,France,France FSS,Banking,Strategy & Tech Top OA,ENTERPRISE,0.0,,<10M,SOCIETE GENERALE,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,3,8,Americas,US Communications & Industrial,US Communications & Industrial,Digital Squads,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,PBS DISTRIBUTION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,9,Americas,Canada,Canada Quebec,Government,Quality Engineering Services OA,ENTERPRISE,89782.0,,<10M,QUEBEC GOVT,,,,,Intelligent Operations,Application Operations,Quality Engineering Services,2
2023,3,13,Rest of EMEA,DACH,DE Other,Unassigned,Strategy & Tech Top OA,Unassigned,1446.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,1,6,Japan,JP Banking & Financial Markets,JP BKFM MIZUHO,Banking,Data Transformation,ENTERPRISE,0.0,Data Services,<10M,MIZUHO FINANCIAL GROUP,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,2,8,Americas,US Public and Communications,US Public and Communications,Digital Squads,Data Transformation,Unassigned,0.0,Data Services,<10M,STRATEGIC RESEARCH GROUP INC,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",2
2023,4,10,Americas,US Financial,US Financial,Select BPS-T,Quality Engineering Services OA,Unassigned,0.0,Quality Engineering,<10M,THE WESTERN RESERVE MUTUAL CASUALTY CO,,,,,Intelligent Operations,Application Operations,Quality Engineering Services,3
2023,3,8,UKI,UKI Communications,Ireland COMM,Select BPS-T,Oracle - TT,TARGET PREMIER,0.0,Oracle,<10M,ERVIA,,,,,Strategy & Technology,Business Applications,HR Technology,2
2023,4,8,APAC,ASEAN,Singapore DIST,Select Build(ISV)/Service(GSI),Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,INFOSYS LIMITED,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,4,13,Rest of EMEA,France,France PUB,Life Sciences,Supply Chain Transformation OA,Unassigned,4980.0,Supply Chain,<10M,SANOFI,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,1,9,Americas,US Public and Communications,US Public and Communications,Healthcare,SALESFORCE,ENTERPRISE,0.0,,<10M,ABBOTT LABORATORIES,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,4,8,UKI,UKI Industrial,UKI AAD,Select BPS-T,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,MEGGITT PLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,4,9,Rest of EMEA,Italy,Italy FSS,Finance Markets,Custom Application Management Services OA,Unassigned,49000.0,Custom Application Operations,<10M,NEXI,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,2,5,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,27.0,Japan Joint Ventures,<10M,VAITAL KSK HOLDINGS,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,4,5,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,557.0,Japan Joint Ventures,<10M,GOSEI UNSO K.K.,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,1,8,Rest of EMEA,NCEE,Finland,Select BPS-T,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,OUTOKUMPU OYJ,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,4,4,Japan,JP Insurance,JP INS SOMPO,Insurance,Digital Product Design and Engineering OA,ENTERPRISE,86667.0,Migration & Modernization,<10M,SOMPO HOLDINGS,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,1,12,Americas,US Public and Communications,US Public and Communications,Government,Supply Chain Transformation OA,ENTERPRISE,0.0,Supply Chain,<10M,STATE OF CALIFORNIA,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,4,3,Americas,LA,LA A and U,Select BPS-T,Custom Application Management Services OA,Unassigned,-1.0,Custom Application Operations,<10M,GOBIERNO DE LA REPUBLICA ORIENTAL DEL URUGUAY,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,9,Japan,JP Distribution,JP Consumer,Unassigned,Strategy & Tech Top OA,Unassigned,-627619.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,4,5,Americas,Canada,Canada COMM,Computer Integrated Systems Design,IBM CyberDefend Other,PREMIER,0.0,CyberDefend,<10M,CANADIAN UTILITIE,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,1
2023,1,6,Americas,US Public and Communications,US Public and Communications,Unassigned,Custom Application Management Services OA,Unassigned,5598381.69,,<10M,Unassigned,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,6,APAC,ASEAN,Indonesia,Select BPS-T,Cloud and Technology Strategy OA,Unassigned,0.0,Cloud Advisory,<10M,OOREDOO GROUP L.L.C,,,,,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,2
2023,2,4,Rest of EMEA,France,France IND,Select Build(ISV)/Service(GSI),Experience Strategy and Design OA,Unassigned,-22763.0,Enterprise Experience Design iX,<10M,AXIANS,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,1
2023,3,6,Rest of EMEA,France,France FSS,Banking,Finance Transformation OA,TARGET PREMIER,0.0,Finance,<10M,BPCE,,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,2
2023,4,10,Americas,US Public and Communications,US Public and Communications,Healthcare,ORACLE,ENTERPRISE,0.0,Oracle,<10M,ABBOTT LABORATORIES,,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,3
2023,2,11,Americas,US Communications & Industrial,US Communications & Industrial,Select Technology Sales Rep,Cloud Platform Engineering Services - Other,TARGET PREMIER,0.0,Platform Engineering Services,<10M,DELUXE CORPORATION,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,4,9,APAC,GCG,Hong Kong,Select BPS-T,"AI Integration Services (with IBM, AWS)",FOUNDATION,0.0,AI & Analytics,<10M,PRUDENTIAL PLC,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,1,11,Japan,JP Industrial,JP Electronics,Select BPS-T,Supply Chain Transformation OA,Unassigned,0.0,Asset & Manufacturing Optimization,<10M,KOITO MANUFACTURING,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,3,13,APAC,ANZ,Australia IND,Select BPS-T,Experience Strategy and Design OA,Unassigned,23037.0,Enterprise Experience Design iX,<10M,SHELL PLC,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,1,4,Americas,US Distribution,US Cpg,Select BPS-T,WORKDAY,Unassigned,0.0,Workday,<10M,AIR LIQUIDE,,,,,Strategy & Technology,Business Applications,HR Technology,1
2023,2,11,Japan,JP Industrial,JP AD CP and IPR,Industrial Products,Data Transformation,FOUNDATION,0.0,Data Services,<10M,MITSUBISHI HEAVY INDUSTRIES,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,2,5,Japan,JP Industrial,JP AD CP and IPR,Industrial Products,SAP,TARGET PREMIER,0.0,SAP,<10M,HITACHI ZOSEN CORPORATION,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,3,6,Rest of EMEA,DACH,DE IND,Select BPS-T,Source-to-Pay Operations BPO,ENTERPRISE,0.0,,<10M,PANASONIC HOLDINGS CORPORATION,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,2
2023,4,11,Rest of EMEA,NCEE,SweNo,Telecommunications,"App Mig and Modern (not AWS, Microsoft) OA",TARGET ENTERPRISE,0.0,Migration & Modernization,<10M,ERICSSON,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,1,12,Rest of EMEA,SPGI,Greece,Select BPS-T,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,HELLENIC BANK PUBLIC COMPANY LIMITED,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,10,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,"MITSUI O.S.K. LINES, LTD.",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,1,10,Rest of EMEA,NCEE,CEE,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,55.0,Platform Engineering Services,<10M,NEXI,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,1,10,Americas,US Distribution,US Cpg,Select Client,SAP,Unassigned,0.0,SAP,<10M,MONDELEZ GLOBAL LLC,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,1,1,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Select BPS-T,SAP,PREMIER,0.0,SAP,<10M,VIVO ENERGY INVESTMENTS,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,1
2023,4,5,Americas,US Distribution,US Retail,Select Client,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,ULTA 3,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,7,Rest of EMEA,NCEE,Denmark,Unassigned,SALESFORCE,Unassigned,0.0,Salesforce,<10M,DUMMY IMAGE,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,2,9,Americas,US Financial,US Financial,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,-7200000.0,,<10M,Unassigned,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,4,7,APAC,ISA,ISA FSS,Banking,"App Mig and Modern (not AWS, Microsoft) OA",PREMIER,0.0,Migration & Modernization,<10M,STATE BANK OF INDIA,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,4,4,APAC,GCG,MCN IFC PLUS,Select BPS-T,Digital Product Design and Engineering OA,Unassigned,972417.0,Migration & Modernization,<10M,"ZHEJIANG RURAL COMMERCIAL UNITED BANK CO.,LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,1,6,Americas,US Public and Communications,US Public and Communications,Retail,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,WALGREENS BOOTS ALLIANCE.,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,2,11,Americas,LA,Brazil,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,AI & Analytics,<10M,SERENA ENERGIA SA,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,12,APAC,ASEAN,Singapore DIST,Select BPS-T,IBM CyberDefend Other,Unassigned,-6878.0,CyberDefend,<10M,"MITSUI O.S.K. LINES, LTD.",,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,2,9,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,TSUKUBA BANK,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,13,APAC,ASEAN,Indonesia,Select BPS-T,Digital Product Design and Engineering OA,FOUNDATION CLUSTER,1.0,IBM & Red Hat,<10M,PT BANK MANDIRI (PERSERO),,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,2,11,Japan,JP Top,JP Other,Valid Unassigned Activity,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,"FURUKAWA ELECTRIC CO., LTD.",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,4,8,APAC,ASEAN,Thailand,Select Technology Sales Rep,Digital Product Design and Engineering OA,TARGET ENTERPRISE,0.0,IBM & Red Hat,<10M,KRUNG THAI BANK PUBLIC,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,2,13,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,PITNEY BOWES,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,11,Rest of EMEA,NCEE,Netherlands,Select BPS-T,Strategy & Tech Top OA,PREMIER,0.0,,<10M,AHOLD DELHAIZE,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,3
2023,4,5,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,20018.0,Japan Joint Ventures,<10M,HOKKAN HOLDINGS,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,3,4,Americas,LA,LA Chile,Select Technology Sales Rep,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,CITIGROUP,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,12,Japan,JP Industrial,JP Automotive,Automotive,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,Migration & Modernization,<10M,TOYOTA MOTOR CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",3
2023,1,9,UKI,UKI Communications,UKI Telco,Computer Integrated Systems Design,IBM CyberDefend Other,ENTERPRISE,0.0,CyberDefend,<10M,TELEFONICA,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,2
2023,3,7,Rest of EMEA,SPGI,Spain FSS,Digital Squads,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,AZORA CAPITAL SOCIEDAD LIMITADA.,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,2,4,Americas,LA,LA North SSA,Select BPS-T,Source-to-Pay Operations BPO,Unassigned,0.0,Finance & Procurement BPO,<10M,TELEFONICA,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,1
2023,4,9,Americas,LA,LA North SSA,Select Technology Sales Rep,SALESFORCE,PREMIER,0.0,Salesforce,<10M,AMERICA MOVIL,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,4,2,Americas,Canada,Canada Fin,Banking,IBM AIOps Services OA,ENTERPRISE,0.0,,<10M,CANADIAN IMPERIAL BANK OF COMMERCE CIBC,,,,,Intelligent Operations,Application Operations,IBM AIOps Services,1
2023,1,13,APAC,ISA,ISA DIST,Select Build(ISV)/Service(GSI),Intelligent Talent Operations OA,ENTERPRISE,73.0,Talent Operations,<10M,ERNST & YOUNG LLP,,,,,Intelligent Operations,Business Operations,Intelligent Talent Operations,3
2023,2,6,Japan,JP Industrial,JP Automotive,Select BPS-T,Supply Chain Transformation OA,ENTERPRISE,0.0,Supply Chain,<10M,DAIMLER MERCEDES-BENZ,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,2
2023,2,8,Americas,US Financial,US Financial,Select Client,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,AMERICAN FIDELITY CORP,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,10,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,SAP,FOUNDATION,0.0,,<10M,NEWMONT CORPORATION,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,2,8,Americas,US Federal,US Federal,Government,"AI Integration Services (with IBM, AWS)",ENTERPRISE,0.0,,<10M,CIV - INTERIOR,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,1,6,Americas,LA,Brazil,Select BPS-T,Source-to-Pay Operations BPO,FOUNDATION,0.0,Finance & Procurement BPO,<10M,BURGER KING,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,2
2023,4,13,Rest of EMEA,NCEE,SweNo,Select BPS-T,Application Operations OA Top,PREMIER,238290.0,,<10M,HUSQVARNA AB,,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,2,12,APAC,ANZ,New Zealand,Select BPS-T,IBM CyberDefend Other,Unassigned,0.0,CyberDefend,<10M,KAINGA ORA,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,1,5,Americas,US Distribution,US Retail,Select BPS-T,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,CHEDRAUI,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,1
2023,3,12,Americas,Canada,Canada Quebec,Computer Integrated Systems Design,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,VIA RAIL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,12,Americas,US Communications & Industrial,US Communications & Industrial,Telecommunications,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,LUMEN TECHNOLOGIES,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,1,5,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,111452.0,Custom Application Operations,<10M,SHINSHO CORPORATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,3,13,UKI,UKI Public,UKI Dept of Health,Healthcare,ORACLE,ENTERPRISE,0.0,,<10M,NHS ENGLAND (BUSINESS SERVICES AUTHORITY - ESR),,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,3
2023,2,5,Americas,US Public and Communications,US Public and Communications,Government,Custom Application Management Services OA,ENTERPRISE,0.0,,<10M,STATE OF CALIFORNIA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,2,10,APAC,ISA,ISA IND,Digital Squads,SAP CX,FOUNDATION CLUSTER,5929.0,SAP,<10M,BRIGADE ENTERPRISES LIMITED,,,,,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,3
2023,2,7,APAC,ISA,ISA IND,Digital Squads,SAP,PREMIER,2.0,SAP,<10M,SCHLUMBERGER,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,1,6,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,"SBI HOLDINGS, INC.",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,1,12,Americas,US Financial,US Financial,Select BPS-T,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,CREDIT AGRICOLE,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,11,Japan,JP Industrial,JP Electronics,Automotive,ADOBE,ENTERPRISE,0.0,Adobe,<10M,PANASONIC HOLDINGS CORPORATION,,,,,Strategy & Technology,Business Applications,Marketing Transformation,3
2023,4,13,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,4000.0,Migration & Modernization,<10M,YBS K.K.,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,1,11,Americas,US Communications & Industrial,US Communications & Industrial,Telecommunications,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,AT&T,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,9,Rest of EMEA,DACH,DE COMM DIST HLS,Telecommunications,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,Migration & Modernization,<10M,DEUTSCHE TELEKOM AG,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,4,7,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Computer Integrated Systems Design,IBM Cyber Threat Management Other,FOUNDATION,0.0,Cyber Threat Management,<10M,WOOD GROUP,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,4,6,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,"NX TC LEASE & FINANCE CO., LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,2,9,Japan,JP Industrial,JP Electronics,Unassigned,Industry Operations Non BPO,Unassigned,0.0,Industry Operations & Automation,<10M,Unassigned,,,,,Intelligent Operations,Business Operations,Intelligent Industry Operations,2
2023,1,9,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,"BANDO CHEMICAL INDUSTRIES, LTD.",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,9,Rest of EMEA,Italy,Italy Commercial,Digital Squads,Digital Product Design and Engineering OA,FOUNDATION CLUSTER,0.0,Migration & Modernization,<10M,ASTEA SPA,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,4,8,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,"SAWAFUJI ELECTRIC CO.,LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,4,9,Americas,US Communications & Industrial,US Communications & Industrial,Computer Integrated Systems Design,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,STELLANTIS-CNH-IVECO,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,4,6,UKI,UKI Distribution,UKI CSI,Select Build(ISV)/Service(GSI),HR and Talent,Unassigned,0.0,Talent,<10M,DELOITTE & TOUCHE LLP,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,2
2023,4,12,Rest of EMEA,NCEE,Bel Lux,Select BPS-T,Custom Application Management Services OA,PREMIER,0.0,Custom Application Operations,<10M,UCB,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,11,Americas,US Financial,US Financial,Finance Markets,Mainframe Application Modernization OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,FISERV,,,,,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,3
2023,3,4,UKI,UKI Public,UKI DWP,Government,Supply Chain Transformation OA,ENTERPRISE,0.0,Supply Chain,<10M,HM REVENUE & CUSTOMS,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,1
2023,2,13,Americas,US Communications & Industrial,US Communications & Industrial,Select BPS-T,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,TECO ENERGY INC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,8,UKI,UKI Public,UKI Home Office,Government,Digital Product Design and Engineering OA,ENTERPRISE,0.0,Migration & Modernization,<10M,POLICE SERVICE UNITED KINGDOM,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,2,7,UKI,UKI Financial Services Sector,UKI Nationwide,Banking,Strategy & Tech Top OA,ENTERPRISE,0.0,,<10M,NATIONWIDE BUILDING SOCIETY,,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,2
2023,1,12,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,SHIMABUN CRANE KENSA K.K.,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,4,12,APAC,ISA,ISA IND,Select BPS-T,SAP,PREMIER,46040.0,SAP,<10M,ADANI GROUP,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,2,13,Americas,Canada,Canada Ind,Select Client,AI Integration Services (with Microsoft),PREMIER,0.0,Microsoft,<10M,PLAINS ALL AMERICAN PIPELINE,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,4,12,Rest of EMEA,MEA,Gulf and Levant,Select BPS-T,Data Transformation,FOUNDATION CLUSTER,0.0,Data Services,<10M,ABU DHABI CUSTOMS,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",3
2023,2,4,Americas,US Federal,US Federal,Unassigned,Digital Product Design and Engineering OA,ENTERPRISE,0.0,None,Unassigned,CIV - UNITED STATE POSTAL SERVICE (USPS),,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,3,9,Americas,US Distribution,US Retail,Select Client,Digital Product Design and Engineering OA,PREMIER,0.0,Migration & Modernization,<10M,AHOLD DELHAIZE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,2
2023,2,13,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,13265.0,Migration & Modernization,<10M,"CENTRAL GLASS CO., LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,6,UKI,UKI Communications,UKI MNE,Select Build(ISV)/Service(GSI),Custom Application Management Services OA,PREMIER,0.0,Custom Application Operations,<10M,CAPITA PLC,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,9,APAC,ISA,ISA DIST,Select BPS-T,IBM Cyber Threat Management Other,TARGET PREMIER,-950.0,Cyber Threat Management,<10M,PARLE BISLERI PVT LTD,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,2,8,Rest of EMEA,NCEE,CEE,Select BPS-T,SAP,Unassigned,0.0,SAP,<10M,THE TIMKEN COMPANY,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,1,8,Rest of EMEA,Italy,Italy FSS,Banking,Custom Application Management Services OA,TARGET ENTERPRISE,1583.0,Custom Application Operations,<10M,UNICREDIT,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,5,Rest of EMEA,SPGI,Spain FSS,Select BPS-T,HR and Talent,Unassigned,0.0,Talent,<10M,ZURICH INSURANCE GROUP,,,,,Strategy & Technology,Strategy & Transformation,HR & Talent Offering,1
2023,3,6,Americas,US Financial,US Financial,Digital Squads,AI Integration Services (with Microsoft),TARGET ENTERPRISE,255000.0,Microsoft,<10M,CARLYLE GROUP - FORTITUDE GROUP HOLDINGS,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",2
2023,2,13,Rest of EMEA,SPGI,Greece,Select BPS-T,AMS for SAP Apps,Unassigned,738.0,SAP Application Operations,<10M,MARINOPOULOS,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,4,8,Americas,Canada,Canada Quebec,Digital Squads,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,0.0,Migration & Modernization,<10M,GDG INFORMATIQUE & GESTION,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,1,9,UKI,UKI Communications,UKI MNE,Media & Entertainment,IBM AIOps Services OA,ENTERPRISE,0.0,,<10M,WPP GROUP INC.,,,,,Intelligent Operations,Application Operations,IBM AIOps Services,2
