YEAR,QUARTER,MONTH,INDUSTRY,UT30_NAME,PRACTICE,GEOGRAPHY,MARKET,SECTOR,REVENUE_BUDGET_AMT,SIGNINGS_BUDGET_AMT,CLIENT_NAME,UT15_NAME,UT17_NAME,UT20_NAME,GROSS_PROFIT_BUDGET_AMT,PLAN_ID
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,2090979.18,10092818.7,PPC GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),693730.9,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,623495.6,400000.0,SUEZ,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),183527.13,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,650000.0,2400000.0,SUEZ,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),154719.45,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,480000.0,0.0,SUEZ,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),98707.33,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,729000.0,1000000.0,SUEZ,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),168065.85,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,3649615.04,2290000.0,TELEFONICA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),869247.58,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,4230615.04,3071000.0,TELEFONICA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),876471.69,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,3555848.13,2185000.01,TELEFONICA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),600400.75,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,4864321.8,12990000.0,TELEFONICA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),953879.98,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,297779.49,463048.38,VARDINOGIANNIS GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),43198.97,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,312952.97,590709.6,VARDINOGIANNIS GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),43557.99,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,297779.49,476984.56,VARDINOGIANNIS GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),29838.1,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,321488.05,425946.8,VARDINOGIANNIS GROUP,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),47404.95,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,3932935.84,2655000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),869247.58,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,4173432.43,8515000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),876471.69,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,3608756.37,6015000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),600400.76,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Rest of EMEA,SPGI,SPGI Top,4301391.67,2215000.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),953879.98,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,580000.0,100000.0,BT GROUP PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),124700.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1020000.0,10000000.0,BT GROUP PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),219300.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1400000.0,0.0,BT GROUP PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),301000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1600000.0,0.0,BT GROUP PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),344000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,140000.0,0.0,EIRGRID PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),25200.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,150000.0,0.0,EIRGRID PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),27000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,160000.0,0.0,EIRGRID PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),28800.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,150000.0,1000000.0,EIRGRID PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),27000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,340000.0,0.0,ELECTRICITY SUPPLY BOARD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),72760.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,450000.0,2000000.0,ELECTRICITY SUPPLY BOARD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),96300.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,604000.0,0.0,ELECTRICITY SUPPLY BOARD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),129256.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,604000.0,2000000.0,ELECTRICITY SUPPLY BOARD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),129256.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,5490000.0,4000000.0,ERVIA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1230450.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,6600000.0,4000000.0,ERVIA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1260422.85,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,7450000.0,6000000.0,ERVIA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1284903.23,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,7460000.0,6000000.0,ERVIA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1452024.95,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,1500000.0,IBERDROLA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),345000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2500000.0,500000.0,IBERDROLA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),575000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2500000.0,500000.0,IBERDROLA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),575000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2500000.0,8500000.0,IBERDROLA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),575000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,20000000.0,INFORMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),352500.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2000000.0,500000.0,INFORMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),470000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2000000.0,1000000.0,INFORMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),480000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,2500000.0,500000.0,INFORMA,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),600000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,16300000.0,10000000.0,NATIONAL GRID TRANSCO PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),3260000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,16500000.0,10000000.0,NATIONAL GRID TRANSCO PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),3300000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,17950000.0,15000000.0,NATIONAL GRID TRANSCO PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),3701600.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,20200000.0,15000000.0,NATIONAL GRID TRANSCO PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),4242000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,3000000.0,3000000.0,NEWCLEO,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),750000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,3400000.0,4000000.0,NEWCLEO,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),850000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,3400000.0,4000000.0,NEWCLEO,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),850000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,3490000.0,4000000.0,NEWCLEO,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),872500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,300000.0,0.0,NIE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),64500.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,600000.0,10000000.0,NIE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),132000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,800000.0,0.0,NIE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),176000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,300000.0,0.0,NIE LIMITED,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),66000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,980000.0,2000000.0,PEARSON PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),205800.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1100000.0,1000000.0,PEARSON PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),231000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,150000.0,PEARSON PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),315000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,4000000.0,PEARSON PLC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),315000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,100000.0,4000000.0,SCOTIA GAS NETWORKS LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),21000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,500000.0,200000.0,SCOTIA GAS NETWORKS LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),104750.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,800000.0,400000.0,SCOTIA GAS NETWORKS LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),168000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1560000.0,4000000.0,SCOTIA GAS NETWORKS LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),332200.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,300000.0,1500000.0,SOUTHERN WATER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),63000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,3500000.0,500000.0,THAMES WATER LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),840000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,4000000.0,20000000.0,THAMES WATER LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),960000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,4800000.0,300000.0,THAMES WATER LTD,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1152000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,11500000.0,76000000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2332500.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,11000000.0,6500000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),2245000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,10000000.0,4800000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1675000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,8500000.0,8550000.0,Unassigned,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1782500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1956532.71,0.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),469690.93,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1830000.0,0.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),445200.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1830000.0,0.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),443050.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1910000.0,0.0,VODAFONE,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),451650.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,500000.0,2550000.0,WPP GROUP INC.,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),105000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,500000.0,2100000.0,WPP GROUP INC.,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),105000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,2250000.0,WPP GROUP INC.,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),315000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,1500000.0,1100000.0,WPP GROUP INC.,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),315000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,300000.0,1500000.0,YORKSHIRE WATER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),110000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,800000.0,1500000.0,YORKSHIRE WATER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),176000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,800000.0,0.0,YORKSHIRE WATER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),176000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,UKI,UKI Communications,UKI COMM Other,500000.0,5000000.0,YORKSHIRE WATER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),110000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1750000.0,1000000.0,ALGONQUIN POWER CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),227500.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1500000.0,1000000.0,ALGONQUIN POWER CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),195000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1500000.0,1000000.0,ALGONQUIN POWER CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),195000.0,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1500000.0,1000000.0,ALGONQUIN POWER CORPORATION,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),195000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,9959090.2,16500000.0,AMERICAN ELECTRIC POWER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1744182.06,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,10005073.3,15700000.0,AMERICAN ELECTRIC POWER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1753091.88,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,10167186.1,8200000.0,AMERICAN ELECTRIC POWER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1782277.64,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,9900000.0,8000000.0,AMERICAN ELECTRIC POWER,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),1713000.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,72516810.4,52445992.26,AT&T,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),12338562.08,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,79978995.0,64900000.0,AT&T,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),13595199.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,78398998.0,58644589.18,AT&T,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),13342799.6,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,79100000.0,69000000.0,AT&T,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),13487700.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1333211.0,2400000.0,CENTERPOINT ENERGY INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),320799.08,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1333211.0,1900000.0,CENTERPOINT ENERGY INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),320799.08,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1333211.0,1800000.0,CENTERPOINT ENERGY INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),320799.08,BUDCL
2025,4,10,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1250000.0,1900000.0,CENTERPOINT ENERGY INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),297500.0,BUDCL
2025,1,1,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1250000.0,500000.0,CENTRAL LOUISIANA ELECTRIC CO INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),250000.0,BUDCL
2025,2,4,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1250000.0,500000.0,CENTRAL LOUISIANA ELECTRIC CO INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),250000.0,BUDCL
2025,3,7,Communications Top,IBM Consulting (AUO),Security Services,Americas,US Communications & Industrial,US COMM Ind Top,1250000.0,500000.0,CENTRAL LOUISIANA ELECTRIC CO INC,IBM Consulting External Segment Top (AUO),IBM Consulting Service Line Top (AUO),IBM Consulting Offering Top (AUO),250000.0,BUDCL
