YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,DEAL_SIZE,SIGNINGS,SIGNINGS_PY,SIGNINGS_PPY,BRANCH
2025,1,11,Americas,Latin America Market,Brazil,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,64914.0,,,
2025,1,7,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,12,EMEA,DACH Market,Austria,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,12,EMEA,UKI Market,United Kingdom,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,12,EMEA,DACH Market,Germany,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,7,Americas,Latin America Market,Colombia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,11,EMEA,France Market,France,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,213632.0,,,
2025,1,11,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Spectrum Computing Top (AUO),Unassigned,0.0,,,
2025,2,10,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,1.0,,,
2025,1,10,Americas,Latin America Market,Argentina,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,Americas,Canadian Market,Trinidad,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,4,APAC,Greater China Group Market,China,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,10,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-139655.0,,,
2025,1,8,EMEA,UKI Market,Ireland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,Middle East/Africa Market,Saudi Arabia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,11,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,236069.0,,,
2025,1,5,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,10,Americas,Latin America Market,Colombia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,9040.0,,,
2025,1,11,Americas,Latin America Market,Chile,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,7,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,7500.0,,,
2025,1,8,APAC,ASEAN Market,Singapore,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,12,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,10,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,46.0,,,
2025,1,10,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,8,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,13,Americas,Canadian Market,Canada,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,1604.0,,,
2025,1,6,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,17142.0,,,
2025,2,4,APAC,Australia/New Zealand Market,Australia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,47145.0,,,
2025,1,13,APAC,Greater China Group Market,Hong Kong,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,6923.0,,,
2025,1,10,Americas,US Top Market,United States of America,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,90000.0,,,
2025,2,10,Japan,Japan Market,Japan,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,7,EMEA,Middle East/Africa Market,Egypt,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,5,Americas,Latin America Market,Peru,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,3,Americas,Latin America Market,Brazil,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,8528.0,,,
2025,2,12,APAC,Greater China Group Market,Hong Kong,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,6410.0,,,
2025,2,11,Americas,Latin America Market,Chile,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,7,Japan,Japan Market,Japan,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,120476.0,,,
2025,1,6,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,-115122.0,,,
2025,2,11,EMEA,"Northern, Central and Eastern Europe Market",Slovakia,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,DACH Market,Austria,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,12,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,8891.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,8,EMEA,Middle East/Africa Market,Egypt,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,1836.0,,,
2025,1,8,EMEA,Middle East/Africa Market,Saudi Arabia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,12,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,9,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,9,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,7695.0,,,
2025,2,9,EMEA,UKI Market,Ireland,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,2,6,Americas,Latin America Market,Venezuela,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,23968.0,,,
2025,2,11,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,20966.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Hungary,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,120.0,,,
2025,1,12,APAC,ASEAN Market,Singapore,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,13,APAC,India/South Asia Market,India PTE Ltd,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,1877233.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,13578.0,,,
2025,1,7,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,9,EMEA,UKI Market,United Kingdom,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,33722.0,,,
2025,1,7,APAC,Australia/New Zealand Market,Australia,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,0.0,,,
2025,1,12,EMEA,SPGI Market,Greece,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,-19600.0,,,
2025,1,13,Americas,Latin America Market,Ecuador,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,Americas,Latin America Market,Mexico,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,Japan,Japan Market,Japan,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,33524.0,,,
2025,2,10,EMEA,UKI Market,Ireland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Slovakia,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,9040.0,,,
2025,1,12,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,13,EMEA,SPGI Market,Greece,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,-47197.0,,,
2025,1,3,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,191668.0,,,
2025,2,3,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,112856.0,,,
2025,1,8,EMEA,DACH Market,Germany,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,4,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,255906.0,,,
2025,1,7,EMEA,DACH Market,Germany,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,6,Americas,Latin America Market,Argentina,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,Americas,Canadian Market,Canada,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,15778.0,,,
2025,1,9,APAC,ASEAN Market,Philippines,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,0.0,,,
2025,2,5,Americas,Latin America Market,Colombia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,119521.0,,,
2025,1,7,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,<10M,0.0,,,
2025,1,13,APAC,ASEAN Market,Thailand,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,15853.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,77004.0,,,
2025,2,3,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,10,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,APAC,Greater China Group Market,Macao,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,37545.0,,,
2025,2,9,EMEA,Middle East/Africa Market,Qatar,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,-35350.0,,,
2025,1,12,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,484550.0,,,
2025,1,4,Americas,Latin America Market,Argentina,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,4,Americas,US Top Market,United States of America,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,7000.0,,,
2025,2,9,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,4,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-112669.0,,,
2025,2,5,EMEA,UKI Market,United Kingdom,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,2,3,Americas,Latin America Market,Mexico,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,6,Americas,US Top Market,United States of America,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,13760.0,,,
2025,2,10,APAC,Greater China Group Market,China,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,533465.0,,,
2025,2,9,APAC,Australia/New Zealand Market,New Zealand,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,229.0,,,
2025,1,5,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,10,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,23805.0,,,
2025,1,12,EMEA,France Market,France,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,5,EMEA,UKI Market,United Kingdom,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,3.0,,,
2025,1,4,APAC,ASEAN Market,Singapore,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,4,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,12,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,EMEA,Middle East/Africa Market,Kuwait,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,30226.0,,,
2025,2,7,EMEA,DACH Market,Germany,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,125680.0,,,
2025,2,9,EMEA,France Market,France,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,6,Americas,Latin America Market,Chile,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,10,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,1749912.0,,,
2025,1,10,Americas,Latin America Market,Uruguay,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,2,5,EMEA,Italy Market,Italy,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,11,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,6,EMEA,SPGI Market,Spain,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,5,Americas,Canadian Market,Bahamas,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,3179.0,,,
2025,1,12,Americas,Latin America Market,Chile,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,2,4,EMEA,SPGI Market,Greece,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,11520.0,,,
2025,2,10,EMEA,DACH Market,Austria,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,141414.0,,,
2025,1,8,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,28095.0,,,
2025,1,6,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,492584.0,,,
2025,2,10,Americas,Latin America Market,Argentina,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,3241.0,,,
2025,1,7,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,11,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,130200.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,-249887.0,,,
2025,2,7,EMEA,DACH Market,Switzerland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,1089.0,,,
2025,1,12,EMEA,Middle East/Africa Market,Egypt,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,9,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,9000.0,,,
2025,2,12,Americas,Canadian Market,Canada,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,6,APAC,Australia/New Zealand Market,Australia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,2,12,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,524425.0,,,
2025,1,4,EMEA,"Northern, Central and Eastern Europe Market",Norway,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,8,Americas,Canadian Market,Canada,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,9,EMEA,DACH Market,Austria,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,477331.0,,,
2025,2,5,EMEA,Middle East/Africa Market,Qatar,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,5,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,43003.0,,,
2025,1,13,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,0.0,,,
2025,1,11,Americas,Latin America Market,Argentina,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,5,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,9,EMEA,SPGI Market,Israel (SEMEA Sub),Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,45393.0,,,
2025,1,7,EMEA,UKI Market,United Kingdom,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Norway,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,11,Americas,US Top Market,United States of America,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,2,6,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,2,10,APAC,Australia/New Zealand Market,New Zealand,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,8675.0,,,
2025,2,5,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,3.0,,,
2025,2,11,EMEA,"Northern, Central and Eastern Europe Market",Ukraine,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,12,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,4652.0,,,
2025,2,4,EMEA,SPGI Market,Spain,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,46626.0,,,
2025,2,10,Americas,US Top Market,United States of America,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,916393.0,,,
2025,2,3,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,6,Americas,Latin America Market,Argentina,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,19841.0,,,
