YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,DEAL_SIZE,SIGNINGS,SIGNINGS_PY,SIGNINGS_PPY,BRANCH
2025,1,10,APAC,ASEAN Market,Philippines,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-76.0,,,
2025,1,4,Americas,US Top Market,United States of America,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,288000.0,,,
2025,2,5,EMEA,Italy Market,Italy,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,8150.0,,,
2025,1,5,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,6,EMEA,Middle East/Africa Market,United Arab Emirates,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,240000.0,,,
2025,2,9,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,-291.0,,,
2025,2,12,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,15040.0,,,
2025,1,5,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,<10M,0.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,2.0,,,
2025,2,10,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,200549.0,,,
2025,2,5,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,998500.0,,,
2025,2,10,Americas,Latin America Market,Argentina,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,1766.0,,,
2025,1,7,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,1.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Serbia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,6,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,330991.0,,,
2025,1,13,Japan,Japan Market,Japan,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,6,EMEA,Middle East/Africa Market,Abu Dhabi,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,2,8,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,29200.0,,,
2025,1,10,Americas,Canadian Market,Canada,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,496003.0,,,
2025,1,9,APAC,ASEAN Market,Philippines,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,2,9,APAC,Greater China Group Market,Hong Kong,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,65748.0,,,
2025,1,11,Japan,Japan Market,Japan,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,0.0,,,
2025,1,8,EMEA,Middle East/Africa Market,Abu Dhabi,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,5,APAC,ASEAN Market,Singapore,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,12,Americas,Latin America Market,Brazil,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,3,Japan,Japan Market,Japan,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,38076.0,,,
2025,1,13,APAC,Greater China Group Market,China,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,12,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,284000.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,2,11,EMEA,Italy Market,Italy,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,6500.0,,,
2025,1,9,EMEA,France Market,France,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,25200.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,19342.0,,,
2025,1,9,APAC,Greater China Group Market,Taiwan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,6,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,8,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,Americas,Canadian Market,Canada,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,4,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,8,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,2,4,APAC,Australia/New Zealand Market,Australia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,9,EMEA,SPGI Market,Greece,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,2,3,EMEA,"Northern, Central and Eastern Europe Market",Croatia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,10100.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,9000.0,,,
2025,1,5,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,33000.0,,,
2025,2,9,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,12,EMEA,Middle East/Africa Market,Saudi Arabia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,288221.0,,,
2025,2,6,Americas,Latin America Market,Chile,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,Middle East/Africa Market,Cote D'Ivoire,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,5,EMEA,UKI Market,United Kingdom,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,189546.0,,,
2025,2,11,EMEA,Italy Market,Italy,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,-1.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,UKI Market,Ireland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,12,EMEA,SPGI Market,Spain,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,-25152.0,,,
2025,1,5,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,43928.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,APAC,ASEAN Market,Thailand,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,SPGI Market,Israel (SEMEA Sub),Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,12,APAC,Korea Market,Korea,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,100000.0,,,
2025,1,12,EMEA,SPGI Market,Greece,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,-6750.0,,,
2025,1,7,Americas,Latin America Market,Brazil,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,5,APAC,Greater China Group Market,Hong Kong,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,70343.0,,,
2025,2,12,APAC,Greater China Group Market,China,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,118115.0,,,
2025,2,10,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,12,Americas,Latin America Market,Peru,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,11,APAC,Australia/New Zealand Market,Australia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,769842.0,,,
2025,1,4,APAC,Greater China Group Market,Hong Kong,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,90420.0,,,
2025,1,6,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,4,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,16955.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,-12039.0,,,
2025,1,6,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,<10M,0.0,,,
2025,1,7,APAC,Australia/New Zealand Market,Australia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,13640.0,,,
2025,1,8,EMEA,UKI Market,Ireland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,9,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,53161.0,,,
2025,2,6,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,2783.0,,,
2025,1,7,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,DACH Market,Switzerland,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,-1.0,,,
2025,1,13,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,Power Virtual Server,<10M,-2393.0,,,
2025,1,4,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,-1.0,,,
2025,1,12,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,7,APAC,Australia/New Zealand Market,New Zealand,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,3,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,240383.0,,,
2025,1,9,EMEA,DACH Market,Germany,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,4150.0,,,
2025,2,12,Americas,US Top Market,United States of America,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,APAC,Greater China Group Market,China,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,5,Americas,Latin America Market,Mexico,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,2322.0,,,
2025,2,10,EMEA,SPGI Market,Greece,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,9,EMEA,Italy Market,Italy,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,19111.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,83.0,,,
2025,1,11,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,162101.0,,,
2025,2,12,EMEA,Italy Market,Italy,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,-139910.0,,,
2025,1,4,EMEA,DACH Market,Switzerland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,9,APAC,ASEAN Market,Singapore,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,13,EMEA,UKI Market,Ireland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,SPGI Market,Spain,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,12097.0,,,
2025,2,10,EMEA,Middle East/Africa Market,Saudi Arabia,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,3752.0,,,
2025,2,8,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,-147602.0,,,
2025,1,6,APAC,Australia/New Zealand Market,Australia,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,13,Americas,Canadian Market,Curacao,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,5,EMEA,DACH Market,Switzerland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,191598.0,,,
2025,1,3,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,3398285.0,,,
2025,1,10,APAC,Australia/New Zealand Market,Australia,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,11,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Luxembourg,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,8,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,-69861.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Serbia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,9,EMEA,DACH Market,Switzerland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,31050.0,,,
2025,1,3,EMEA,Middle East/Africa Market,South Africa,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,13,Americas,Latin America Market,Argentina,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-108.0,,,
2025,1,7,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,10,EMEA,Middle East/Africa Market,Saudi Arabia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,11,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,73333.0,,,
2025,1,4,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,133768.0,,,
2025,1,9,Americas,Latin America Market,Mexico,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,6,APAC,Greater China Group Market,China,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,11.0,,,
2025,2,6,APAC,ASEAN Market,Singapore,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,52165.0,,,
2025,1,7,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,5,Americas,Latin America Market,Brazil,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,536865.0,,,
2025,1,9,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,30667.0,,,
2025,1,3,EMEA,France Market,France,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,9424273.0,,,
2025,2,6,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,4,EMEA,SPGI Market,Portugal,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,11600.0,,,
2025,1,5,Americas,Latin America Market,Ecuador,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,EMEA,DACH Market,Switzerland,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,12,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,9,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,168966.0,,,
2025,2,4,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,55453.0,,,
2025,2,10,EMEA,UKI Market,Ireland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,3,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,335800.0,,,
2025,2,7,Americas,Latin America Market,Colombia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,91031.0,,,
2025,1,8,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-2.0,,,
2025,1,6,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,5,EMEA,DACH Market,Austria,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,11,APAC,Greater China Group Market,Hong Kong,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,12,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,2,5,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,5414.0,,,
2025,1,9,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Poland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Serbia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,DACH Market,Austria,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,7,EMEA,Italy Market,Italy,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,28676.0,,,
2025,2,7,Americas,US Top Market,United States of America,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,2237.0,,,
2025,1,8,EMEA,UKI Market,United Kingdom,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,796114.0,,,
